player-name,wk,role,season,match,batting-runs,balls,out,4s,6s,sr,overs,maiden,bowling-runs,wickets,econ,0s,4s,6s,catches,run-out,stumping,points
shimron-hetmyer,0,bat,2020,47,16,13,1,3,0,123.07,0,0,0,0,0,0,0,0,0,0,0,19
rishabh-pant,1,bat,2020,47,36,35,1,3,1,102.85,0,0,0,0,0,0,0,0,0,0,0,45
axar-patel,0,all,2020,47,1,4,1,0,0,25.0,4.0,0,36,0,9.0,7,3,1,1,0,0,9
marcus-stoinis,0,bat,2020,47,5,6,1,1,0,83.33,2.0,0,15,0,7.5,2,1,0,0,0,0,6
prasidh-krishna,0,bowl,2020,46,0,1,0,0,0,0.0,3.0,0,24,0,8.0,7,4,0,1,0,0,8
pat-cummins,0,bowl,2020,46,1,8,1,0,0,12.5,4.0,0,31,0,7.75,13,3,2,0,0,0,1
dinesh-karthik,1,bat,2020,46,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
rahul-tripathi,0,bat,2020,46,7,4,1,0,1,175.0,0,0,0,0,0,0,0,0,0,0,0,9
eoin-morgan,0,bat,2020,46,40,25,1,5,2,160.0,0,0,0,0,0,0,0,0,0,0,0,53
varun-chakravarthy,0,bowl,2020,46,2,4,1,0,0,50.0,4.0,0,34,1,8.5,10,3,2,0,0,0,27
lockie-ferguson,0,bowl,2020,46,24,13,0,3,1,184.61,3.5,0,32,1,8.34,9,4,1,0,0,0,54
sunil-narine,0,all,2020,46,6,4,1,1,0,150.0,4.0,0,27,0,6.75,9,0,2,0,0,0,7
kamlesh-nagarkoti,0,bowl,2020,46,6,13,1,0,0,46.15,0,0,0,0,0,0,0,0,0,0,0,6
nitish-rana,0,bat,2020,46,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
shubman-gill,0,bat,2020,46,57,45,1,3,4,126.66,0,0,0,0,0,0,0,0,0,0,0,76
ravi-bishnoi,0,bowl,0,0,0,0,0,0,0,0,4.0,1,20,2,5.0,11,0,1,0,0,0,62
nicholas-pooran,1,bat,2020,46,2,3,0,0,0,66.66,0,0,0,0,0,0,0,0,1,0,0,10
mandeep-singh,0,all,2020,46,66,56,0,8,2,117.85,0,0,0,0,0,0,0,0,0,0,0,86
arshdeep-singh,0,bowl,0,0,0,0,0,0,0,0,2.0,0,18,0,9.0,5,3,0,0,0,0,0
chris-jordan,0,bowl,0,0,0,0,0,0,0,0,4.0,0,25,2,6.25,11,3,0,0,0,0,50
glenn-maxwell,0,all,0,0,0,0,0,0,0,0,2.0,0,21,1,10.5,4,1,2,0,0,0,25
chris-gayle,0,all,2020,46,51,29,1,2,5,175.86,0,0,0,0,0,0,0,0,1,0,0,79
murugan-ashwin,0,bowl,0,0,0,0,0,0,0,0,4.0,0,27,1,6.75,13,2,2,1,0,0,33
mohammed-shami,0,bowl,0,0,0,0,0,0,0,0,4.0,0,35,3,8.75,13,3,3,0,0,0,79
kl-rahul,0,bat,2020,46,28,25,1,4,0,112.0,0,0,0,0,0,0,0,0,2,0,0,48
deepak-hooda,0,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hardik-pandya,0,all,2020,45,60,21,0,2,7,285.71,0,0,0,0,0,0,0,0,0,0,0,84
suryakumar-yadav,0,bat,2020,45,40,26,1,4,1,153.84,0,0,0,0,0,0,0,0,0,0,0,50
rahul-chahar,0,bowl,0,0,0,0,0,0,0,0,3.0,0,36,0,12.0,4,2,3,0,0,0,0
trent-boult,0,bowl,0,0,0,0,0,0,0,0,4.0,0,40,0,10.0,7,6,0,0,0,0,0
krunal-pandya,0,all,2020,45,3,4,0,0,0,75.0,2.0,0,20,0,10.0,5,4,0,0,0,0,3
jasprit-bumrah,0,bowl,0,0,0,0,0,0,0,0,4.0,0,38,0,9.5,7,4,1,0,0,0,0
ishan-kishan,1,bat,2020,45,37,36,1,4,1,102.77,0,0,0,0,0,0,0,0,0,0,0,47
quinton-de-kock,1,bat,2020,45,6,4,1,0,1,150.0,0,0,0,0,0,0,0,0,0,0,0,8
saurabh-tiwary,0,bat,2020,45,34,25,1,4,1,136.0,0,0,0,0,0,0,0,0,0,0,0,44
kieron-pollard,0,all,2020,45,6,4,1,0,1,150.0,2.0,0,18,0,9.0,3,0,1,1,0,0,16
robin-uthappa,0,bat,2020,45,13,11,1,2,0,118.18,0,0,0,0,0,0,0,0,0,0,0,15
jofra-archer,0,bowl,0,0,0,0,0,0,0,0,4.0,0,31,2,7.75,11,2,2,1,0,0,58
kartik-tyagi,0,bowl,0,0,0,0,0,0,0,0,4.0,0,45,1,11.25,6,4,3,0,0,0,25
sanju-samson,1,bat,2020,45,54,31,0,4,3,174.19,0,0,0,0,0,0,0,0,0,0,0,72
steven-smith,0,bat,2020,45,11,8,1,1,1,137.5,0,0,0,0,0,0,0,0,0,0,0,14
riyan-parag,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jos-buttler,1,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shreyas-gopal,0,all,0,0,0,0,0,0,0,0,4.0,0,30,2,7.5,8,3,1,0,0,0,50
ben-stokes,0,all,2020,45,107,60,0,14,3,178.33,0,0,0,0,0,0,0,0,2,0,0,159
rahul-tewatia,0,bowl,0,0,0,0,0,0,0,0,4.0,0,25,0,6.25,8,2,0,0,0,0,0
devdutt-padikkal,0,bat,2020,44,22,21,1,2,1,104.76,0,0,0,0,0,0,0,0,0,0,0,26
yuzvendra-chahal,0,bowl,0,0,0,0,0,0,0,0,4.0,0,21,1,5.25,7,1,0,0,0,0,25
virat-kohli,0,bat,2020,44,50,43,1,1,1,116.27,0,0,0,0,0,0,0,0,0,0,0,61
mohammed-siraj,0,bowl,0,0,0,0,0,0,0,0,2.0,0,29,0,14.5,3,3,2,1,0,0,8
moeen-ali,0,all,2020,44,1,2,1,0,0,50.0,2.0,0,17,0,8.5,3,1,1,0,0,0,1
chris-morris,0,all,2020,44,2,5,1,0,0,40.0,3.4,0,36,1,9.81,10,4,2,0,0,0,27
ab-de-villiers,1,bat,2020,44,39,36,1,4,0,108.33,0,0,0,0,0,0,0,0,0,0,0,47
navdeep-saini,0,bowl,0,0,0,0,0,0,0,0,3.0,0,19,0,6.33,10,2,1,0,0,0,0
washington-sundar,0,all,2020,44,5,2,0,1,0,250.0,4.0,0,27,0,6.75,8,1,1,0,0,0,6
narayan-jagadeesan,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ms-dhoni,1,bat,2020,44,19,21,0,3,0,90.47,0,0,0,0,0,0,0,0,0,0,0,22
ambati-rayudu,0,bat,2020,44,39,27,1,3,2,144.44,0,0,0,0,0,0,0,0,0,0,0,50
imran-tahir,0,bowl,0,0,0,0,0,0,0,0,4.0,0,30,0,7.5,7,3,0,0,0,0,0
deepak-chahar,0,bowl,0,0,0,0,0,0,0,0,4.0,0,31,2,7.75,9,3,1,0,0,0,50
mitchell-santner,0,all,0,0,0,0,0,0,0,0,4.0,0,23,1,5.75,7,2,0,1,0,0,33
faf-du-plessis,0,bat,2020,44,25,13,1,2,2,192.3,0,0,0,0,0,0,0,0,2,0,0,47
ruturaj-gaikwad,0,bat,2020,44,65,51,0,4,3,127.45,0,0,0,0,0,0,0,0,2,0,0,99
sam-curran,0,all,0,0,0,0,0,0,0,0,3.0,0,19,3,6.33,6,1,0,0,0,0,79
ravindra-jadeja,0,all,0,0,0,0,0,0,0,0,3.0,0,20,0,6.66,4,0,1,0,0,0,0
ravi-bishnoi,0,bowl,2020,43,0,0,0,0,0,0.0,4.0,0,13,1,3.25,14,1,0,0,1,0,31
nicholas-pooran,1,bat,2020,43,32,28,0,2,0,114.28,0,0,0,0,0,0,0,0,1,0,0,46
mandeep-singh,0,all,2020,43,17,14,1,1,0,121.42,0,0,0,0,0,0,0,0,1,0,0,26
arshdeep-singh,0,bowl,0,0,0,0,0,0,0,0,3.5,0,23,3,6.0,9,1,1,0,0,0,79
chris-jordan,0,bowl,2020,43,7,12,1,0,0,58.33,4.0,0,17,3,4.25,12,1,0,2,1,0,108
glenn-maxwell,0,all,2020,43,12,13,1,0,0,92.3,0,0,0,0,0,0,0,0,0,0,0,12
chris-gayle,0,all,2020,43,20,20,1,2,1,100.0,0,0,0,0,0,0,0,0,0,0,0,24
murugan-ashwin,0,bowl,2020,43,4,4,1,0,0,100.0,4.0,0,27,1,6.75,12,5,0,1,0,0,37
mohammed-shami,0,bowl,0,0,0,0,0,0,0,0,4.0,0,34,1,8.5,11,4,1,0,0,0,25
kl-rahul,0,bat,2020,43,27,27,1,2,1,100.0,0,0,0,0,0,0,0,0,2,0,0,47
deepak-hooda,0,all,2020,43,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
jason-holder,0,all,2020,43,5,8,1,0,0,62.5,4.0,0,27,2,6.75,6,2,0,0,0,0,55
manish-pandey,0,bat,2020,43,15,29,1,0,0,51.72,0,0,0,0,0,0,0,0,0,0,0,15
david-warner,0,bat,2020,43,35,20,1,3,2,175.0,0,0,0,0,0,0,0,0,2,0,0,62
rashid-khan,0,bowl,2020,43,0,1,1,0,0,0.0,4.0,0,14,2,3.5,15,0,1,1,0,0,58
sandeep-sharma,0,bowl,2020,43,0,2,1,0,0,0.0,4.0,0,29,2,7.25,10,1,1,0,0,0,50
khaleel-ahmed,0,bowl,2020,43,0,2,1,0,0,0.0,4.0,0,31,0,7.75,7,3,0,1,0,0,8
abdul-samad,0,bat,2020,43,7,5,1,1,0,140.0,0,0,0,0,0,0,0,0,0,0,0,8
jonny-bairstow,1,bat,2020,43,19,20,1,4,0,95.0,0,0,0,0,0,0,0,0,0,0,0,23
priyam-garg,0,bat,2020,43,3,5,1,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,3
vijay-shankar,0,all,2020,43,26,27,1,4,0,96.29,0,0,0,0,0,0,0,0,0,1,0,36
prasidh-krishna,0,bowl,0,0,0,0,0,0,0,0,2.0,0,19,0,9.5,4,1,1,0,0,0,0
pat-cummins,0,bowl,2020,42,0,0,0,0,0,0.0,4.0,0,17,3,4.25,16,3,0,0,0,0,79
dinesh-karthik,1,bat,2020,42,3,6,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,3
rahul-tripathi,0,bat,2020,42,13,12,1,1,0,108.33,0,0,0,0,0,0,0,0,3,0,0,42
eoin-morgan,0,bat,2020,42,17,9,1,2,1,188.88,0,0,0,0,0,0,0,0,1,0,0,29
varun-chakravarthy,0,bowl,0,0,0,0,0,0,0,0,4.0,0,20,5,5.0,9,1,0,0,0,0,141
lockie-ferguson,0,bowl,0,0,0,0,0,0,0,0,4.0,0,30,1,7.5,8,4,0,0,0,0,25
sunil-narine,0,all,2020,42,64,32,1,6,4,200.0,4.0,0,37,0,9.25,4,0,2,0,0,0,86
kamlesh-nagarkoti,0,bowl,0,0,0,0,0,0,0,0,2.0,0,11,0,5.5,7,2,0,1,0,0,8
nitish-rana,0,bat,2020,42,81,53,1,13,1,152.83,0,0,0,0,0,0,0,0,0,0,0,104
shubman-gill,0,bat,2020,42,9,8,1,2,0,112.5,0,0,0,0,0,0,0,0,1,0,0,19
shreyas-iyer,0,bat,2020,42,47,38,1,5,0,123.68,0,0,0,0,0,0,0,0,0,0,0,56
kagiso-rabada,0,bowl,2020,42,9,10,1,1,0,90.0,4.0,0,33,2,8.25,10,3,1,1,0,0,68
anrich-nortje,0,bowl,2020,42,0,0,0,0,0,0.0,4.0,0,27,2,6.75,9,4,0,0,0,0,50
ajinkya-rahane,0,bat,2020,42,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,6
shikhar-dhawan,0,bat,2020,42,6,6,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,7
ravichandran-ashwin,0,all,2020,42,14,13,0,2,0,107.69,3.0,0,45,0,15.0,2,4,3,0,0,0,16
shimron-hetmyer,0,bat,2020,42,10,5,1,0,1,200.0,0,0,0,0,0,0,0,0,0,0,0,12
rishabh-pant,1,bat,2020,42,27,33,1,2,1,81.81,0,0,0,0,0,0,0,0,1,0,0,39
axar-patel,0,all,2020,42,9,7,1,0,1,128.57,1.0,0,7,0,7.0,3,1,0,1,0,0,19
marcus-stoinis,0,bat,2020,42,6,6,1,0,0,100.0,4.0,0,41,2,10.25,9,6,1,0,0,0,56
narayan-jagadeesan,0,bat,2020,41,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
shardul-thakur,0,bowl,2020,41,11,20,1,0,0,55.0,2.2,0,26,0,11.14,4,2,2,0,0,0,11
ms-dhoni,1,bat,2020,41,16,16,1,2,1,100.0,0,0,0,0,0,0,0,0,0,0,0,20
ambati-rayudu,0,bat,2020,41,2,3,1,0,0,66.66,0,0,0,0,0,0,0,0,0,0,0,2
imran-tahir,0,bowl,2020,41,13,10,0,2,0,130.0,3.0,0,22,0,7.33,6,0,2,0,0,0,15
deepak-chahar,0,bowl,2020,41,0,5,1,0,0,0.0,4.0,0,34,0,8.5,11,5,1,0,0,0,0
josh-hazlewood,0,bowl,0,0,0,0,0,0,0,0,2.0,0,17,0,8.5,7,4,0,0,0,0,0
faf-du-plessis,0,bat,2020,41,1,7,1,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,1
ruturaj-gaikwad,0,bat,2020,41,0,5,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
sam-curran,0,all,2020,41,52,47,1,4,2,110.63,0,0,0,0,0,0,0,0,0,0,0,68
ravindra-jadeja,0,all,2020,41,7,6,1,1,0,116.66,1.0,0,15,0,15.0,1,0,2,0,0,0,8
nathan-coulter-nile,0,all,0,0,0,0,0,0,0,0,4.0,0,25,1,6.25,14,1,1,0,0,0,25
suryakumar-yadav,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16
rahul-chahar,0,bowl,0,0,0,0,0,0,0,0,4.0,0,22,2,5.5,13,0,2,0,0,0,50
trent-boult,0,bowl,0,0,0,0,0,0,0,0,4.0,1,18,4,4.5,17,3,0,0,0,0,120
krunal-pandya,0,all,0,0,0,0,0,0,0,0,3.0,0,16,0,5.33,8,1,0,0,0,0,0
kieron-pollard,0,all,0,0,0,0,0,0,0,0,1.0,0,4,0,4.0,2,0,0,0,0,0,0
jasprit-bumrah,0,bowl,0,0,0,0,0,0,0,0,4.0,0,25,2,6.25,13,4,0,0,0,0,50
quinton-de-kock,1,bat,2020,41,46,37,0,5,2,124.32,0,0,0,0,0,0,0,0,3,0,0,87
ishan-kishan,1,bat,2020,41,68,37,0,6,5,183.78,0,0,0,0,0,0,0,0,1,0,0,100
saurabh-tiwary,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hardik-pandya,0,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin-uthappa,0,bat,2020,40,19,13,1,2,1,146.15,0,0,0,0,0,0,0,0,0,0,0,23
jofra-archer,0,bowl,2020,40,16,7,0,1,1,228.57,4.0,0,21,2,5.25,16,4,0,0,0,0,69
kartik-tyagi,0,bowl,0,0,0,0,0,0,0,0,3.1,0,42,0,13.26,7,4,3,0,0,0,0
sanju-samson,1,bat,2020,40,36,26,1,3,1,138.46,0,0,0,0,0,0,0,0,0,0,0,45
steven-smith,0,bat,2020,40,19,15,1,2,0,126.66,0,0,0,0,0,0,0,0,0,0,0,21
riyan-parag,0,bat,2020,40,20,12,1,2,1,166.66,0,0,0,0,0,0,0,0,0,0,0,24
jos-buttler,1,bat,2020,40,9,12,1,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,9
shreyas-gopal,0,all,0,0,0,0,0,0,0,0,4.0,0,32,0,8.0,7,3,1,0,0,0,0
ben-stokes,0,all,2020,40,30,32,1,2,0,93.75,2.0,0,24,0,12.0,5,0,3,1,0,0,44
rahul-tewatia,0,bowl,2020,40,2,3,0,0,0,66.66,4.0,0,25,0,6.25,6,0,1,0,0,0,2
jason-holder,0,all,0,0,0,0,0,0,0,0,4.0,0,33,3,8.25,11,3,1,0,1,0,85
manish-pandey,0,bat,2020,40,83,47,0,4,8,176.59,0,0,0,0,0,0,0,0,1,0,0,119
david-warner,0,bat,2020,40,4,4,1,1,0,100.0,0,0,0,0,0,0,0,0,1,0,0,13
rashid-khan,0,bowl,0,0,0,0,0,0,0,0,4.0,0,20,1,5.0,9,0,0,0,0,0,25
sandeep-sharma,0,bowl,0,0,0,0,0,0,0,0,4.0,0,31,0,7.75,8,3,1,0,0,0,0
shahbaz-nadeem,0,bowl,0,0,0,0,0,0,0,0,1.0,0,9,0,9.0,0,1,0,1,0,0,8
abdul-samad,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonny-bairstow,1,bat,2020,40,10,7,1,1,1,142.85,0,0,0,0,0,0,0,0,0,0,0,13
priyam-garg,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vijay-shankar,0,all,2020,40,52,51,0,6,0,101.96,3.0,0,15,1,5.0,8,1,0,0,0,0,91
prasidh-krishna,0,bowl,0,0,0,0,0,0,0,0,2.3,0,20,0,8.0,5,2,0,0,0,0,0
pat-cummins,0,bowl,2020,39,4,17,1,0,0,23.52,3.0,0,18,0,6.0,9,2,0,0,1,0,10
dinesh-karthik,1,bat,2020,39,4,14,1,0,0,28.57,0,0,0,0,0,0,0,0,1,0,0,12
rahul-tripathi,0,bat,2020,39,1,5,1,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,1
eoin-morgan,0,bat,2020,39,30,34,1,3,1,88.23,0,0,0,0,0,0,0,0,0,0,0,39
kuldeep-yadav,0,bowl,2020,39,12,19,1,1,0,63.15,0,0,0,0,0,0,0,0,0,0,0,13
lockie-ferguson,0,bowl,2020,39,19,16,0,1,0,118.75,4.0,0,17,1,4.25,14,2,0,0,0,0,45
varun-chakravarthy,0,bowl,0,0,0,0,0,0,0,0,4.0,0,28,0,7.0,11,5,0,0,0,0,0
nitish-rana,0,bat,2020,39,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
shubman-gill,0,bat,2020,39,1,6,1,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,1
devdutt-padikkal,0,bat,2020,39,25,17,1,3,0,147.05,0,0,0,0,0,0,0,0,1,0,0,36
yuzvendra-chahal,0,bowl,0,0,0,0,0,0,0,0,4.0,0,15,2,3.75,13,1,0,0,0,0,50
virat-kohli,0,bat,2020,39,18,17,0,2,0,105.88,0,0,0,0,0,0,0,0,0,0,0,20
mohammed-siraj,0,bowl,0,0,0,0,0,0,0,0,4.0,2,8,3,2.0,16,0,0,0,0,0,103
chris-morris,0,all,0,0,0,0,0,0,0,0,4.0,1,16,0,4.0,15,1,0,1,1,0,26
ab-de-villiers,1,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16
navdeep-saini,0,bowl,0,0,0,0,0,0,0,0,3.0,0,23,1,7.66,11,2,2,0,0,0,25
washington-sundar,0,all,0,0,0,0,0,0,0,0,4.0,1,14,1,3.5,14,1,0,0,0,0,37
shreyas-iyer,0,bat,2020,38,14,12,1,0,1,116.66,0,0,0,0,0,0,0,0,0,0,0,16
prithvi-shaw,0,bat,2020,38,7,11,1,1,0,63.63,0,0,0,0,0,0,0,0,0,0,0,8
kagiso-rabada,0,bowl,0,0,0,0,0,0,0,0,4.0,0,27,2,6.75,9,3,0,0,0,0,50
daniel-sams,0,all,0,0,0,0,0,0,0,0,4.0,0,30,0,7.5,10,1,2,1,0,0,8
shikhar-dhawan,0,bat,2020,38,106,61,0,12,3,173.77,0,0,0,0,0,0,0,0,0,0,0,140
ravichandran-ashwin,0,all,0,0,0,0,0,0,0,0,4.0,0,27,1,6.75,9,2,0,0,1,0,31
shimron-hetmyer,0,bat,2020,38,10,6,1,0,1,166.66,0,0,0,0,0,0,0,0,0,0,0,12
rishabh-pant,1,bat,2020,38,14,20,1,1,0,70.0,0,0,0,0,0,0,0,0,2,0,1,43
axar-patel,0,all,0,0,0,0,0,0,0,0,4.0,0,27,1,6.75,8,2,1,0,0,0,25
marcus-stoinis,0,bat,2020,38,9,10,1,0,0,90.0,1.0,0,14,0,14.0,2,1,1,0,0,0,9
deepak-hooda,0,all,2020,38,15,22,0,1,0,68.18,0,0,0,0,0,0,0,0,0,0,0,16
ravi-bishnoi,0,bowl,0,0,0,0,0,0,0,0,3.0,0,24,0,8.0,5,2,1,0,0,0,0
nicholas-pooran,1,bat,2020,38,53,28,1,6,3,189.28,0,0,0,0,0,0,0,0,0,0,0,73
arshdeep-singh,0,bowl,0,0,0,0,0,0,0,0,3.0,0,30,0,10.0,4,3,1,0,0,0,0
glenn-maxwell,0,all,2020,38,32,24,1,3,0,133.33,4.0,0,31,1,7.75,5,2,1,1,0,0,72
chris-gayle,0,all,2020,38,29,13,1,3,2,223.07,0,0,0,0,0,0,0,0,0,0,0,36
murugan-ashwin,0,bowl,0,0,0,0,0,0,0,0,4.0,0,33,1,8.25,5,2,1,0,0,0,25
mohammed-shami,0,bowl,0,0,0,0,0,0,0,0,4.0,0,28,2,7.0,12,4,0,0,0,0,50
kl-rahul,0,bat,2020,38,15,11,1,1,1,136.36,0,0,0,0,0,0,0,0,1,0,0,26
mayank-agarwal,0,bat,2020,38,5,9,1,0,0,55.55,0,0,0,0,0,0,0,0,2,0,0,21
james-neesham,0,all,2020,38,10,8,0,0,1,125.0,2.0,0,17,1,8.5,4,1,1,0,0,0,37
ms-dhoni,1,bat,2020,37,28,28,1,2,0,100.0,0,0,0,0,0,0,0,0,2,0,0,46
ambati-rayudu,0,bat,2020,37,13,19,1,2,0,68.42,0,0,0,0,0,0,0,0,0,0,0,15
shardul-thakur,0,bowl,0,0,0,0,0,0,0,0,4.0,0,34,0,8.5,8,3,1,0,0,0,0
deepak-chahar,0,bowl,0,0,0,0,0,0,0,0,4.0,1,18,2,4.5,17,2,0,0,0,0,62
kedar-jadhav,0,all,2020,37,4,7,0,0,0,57.14,0,0,0,0,0,0,0,0,0,0,0,4
josh-hazlewood,0,bowl,0,0,0,0,0,0,0,0,4.0,0,19,1,4.75,14,2,0,0,0,0,25
faf-du-plessis,0,bat,2020,37,10,9,1,1,0,111.11,0,0,0,0,0,0,0,0,0,0,0,11
piyush-chawla,0,all,0,0,0,0,0,0,0,0,3.0,0,32,0,10.66,5,4,1,0,0,0,0
sam-curran,0,all,2020,37,22,25,1,1,1,88.0,1.0,0,6,0,6.0,2,0,0,0,0,0,25
ravindra-jadeja,0,all,2020,37,35,30,0,4,0,116.66,1.3,0,11,0,7.33,2,1,0,0,0,0,43
robin-uthappa,0,bat,2020,37,4,9,1,0,0,44.44,0,0,0,0,0,0,0,0,0,0,0,4
jofra-archer,0,bowl,0,0,0,0,0,0,0,0,4.0,0,20,1,5.0,11,2,0,0,1,0,31
kartik-tyagi,0,bowl,0,0,0,0,0,0,0,0,4.0,0,35,1,8.75,11,7,0,0,0,0,25
sanju-samson,1,bat,2020,37,0,3,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,18
steven-smith,0,bat,2020,37,26,34,0,2,0,76.47,0,0,0,0,0,0,0,0,0,0,0,28
riyan-parag,0,bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jos-buttler,1,bat,2020,37,70,48,0,7,2,145.83,0,0,0,0,0,0,0,0,2,0,0,105
shreyas-gopal,0,all,0,0,0,0,0,0,0,0,4.0,0,14,1,3.5,12,0,0,0,0,0,25
ben-stokes,0,all,2020,37,19,11,1,3,0,172.72,3.0,0,27,0,9.0,4,2,1,0,0,0,22
rahul-tewatia,0,bowl,0,0,0,0,0,0,0,0,4.0,0,18,1,4.5,11,0,0,1,0,0,33
nathan-coulter-nile,0,all,2020,36,24,12,0,4,0,200.0,4.0,0,33,0,8.25,9,3,1,1,0,0,36
suryakumar-yadav,0,bat,2020,36,0,4,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
rahul-chahar,0,bowl,0,0,0,0,0,0,0,0,4.0,0,33,2,8.25,9,2,2,0,0,0,50
trent-boult,0,bowl,0,0,0,0,0,0,0,0,4.0,0,48,0,12.0,6,6,2,1,0,0,8
krunal-pandya,0,all,2020,36,34,30,1,4,1,113.33,2.0,0,12,0,6.0,5,1,0,0,0,0,44
kieron-pollard,0,all,2020,36,34,12,0,1,4,283.33,2.0,0,26,0,13.0,3,1,2,0,1,0,53
jasprit-bumrah,0,bowl,0,0,0,0,0,0,0,0,4.0,0,24,3,6.0,12,1,1,0,0,0,79
quinton-de-kock,1,bat,2020,36,53,43,1,3,3,123.25,0,0,0,0,0,0,0,0,0,0,1,82
ishan-kishan,1,bat,2020,36,7,7,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,8
hardik-pandya,0,all,2020,36,8,4,1,0,1,200.0,0,0,0,0,0,0,0,0,0,0,0,10
rohit-sharma,0,bat,2020,36,9,8,1,2,0,112.5,0,0,0,0,0,0,0,0,1,0,0,19
deepak-hooda,0,all,2020,36,23,16,0,1,1,143.75,1.0,0,9,0,9.0,2,0,1,1,0,0,34
ravi-bishnoi,0,bowl,0,0,0,0,0,0,0,0,2.0,0,12,1,6.0,5,0,1,0,0,0,25
nicholas-pooran,1,bat,2020,36,24,12,1,2,2,200.0,0,0,0,0,0,0,0,0,1,0,0,38
arshdeep-singh,0,bowl,0,0,0,0,0,0,0,0,3.0,0,35,2,11.66,8,3,3,0,0,0,50
chris-jordan,0,bowl,2020,36,13,8,1,2,0,162.5,3.0,0,32,1,10.66,6,1,3,0,0,0,40
glenn-maxwell,0,all,2020,36,0,2,1,0,0,0.0,4.0,0,24,0,6.0,9,3,0,0,0,0,-2
chris-gayle,0,all,2020,36,24,21,1,1,2,114.28,0,0,0,0,0,0,0,0,0,0,0,29
murugan-ashwin,0,bowl,0,0,0,0,0,0,0,0,3.0,0,28,0,9.33,7,4,1,2,0,0,16
mohammed-shami,0,bowl,0,0,0,0,0,0,0,0,4.0,0,30,2,7.5,12,4,0,0,0,0,50
kl-rahul,0,bat,2020,36,77,51,1,7,3,150.98,0,0,0,0,0,0,0,0,0,0,0,98
mayank-agarwal,0,bat,2020,36,11,10,1,1,0,110.0,0,0,0,0,0,0,0,0,1,0,0,20
shubman-gill,0,bat,2020,35,36,37,1,5,0,97.29,0,0,0,0,0,0,0,0,2,0,0,61
pat-cummins,0,bowl,0,0,0,0,0,0,0,0,4.0,0,28,1,7.0,13,3,1,0,0,0,25
dinesh-karthik,1,bat,2020,35,29,14,0,2,2,207.14,0,0,0,0,0,0,0,0,0,0,0,35
rahul-tripathi,0,bat,2020,35,23,16,1,2,1,143.75,0,0,0,0,0,0,0,0,0,0,0,27
eoin-morgan,0,bat,2020,35,34,23,1,3,1,147.82,0,0,0,0,0,0,0,0,0,0,0,43
kuldeep-yadav,0,bowl,0,0,0,0,0,0,0,0,3.0,0,18,0,6.0,5,0,0,0,0,0,0
lockie-ferguson,0,bowl,0,0,0,0,0,0,0,0,4.0,0,15,3,3.75,13,0,0,0,0,0,79
varun-chakravarthy,0,bowl,0,0,0,0,0,0,0,0,4.0,0,32,1,8.0,7,4,0,0,0,0,25
shivam-mavi,0,all,0,0,0,0,0,0,0,0,3.0,0,34,1,11.33,6,5,1,0,0,0,25
nitish-rana,0,bat,2020,35,29,20,1,3,1,145.0,0,0,0,0,0,0,0,0,1,0,0,42
andre-russell,0,all,2020,35,9,11,1,1,0,81.81,2.0,0,29,0,14.5,3,6,0,1,0,0,18
basil-thampi,0,bowl,0,0,0,0,0,0,0,0,4.0,0,46,1,11.5,5,6,1,0,0,0,25
