player-name,season,match,batting-runs,balls,out,4s,6s,sr,overs,maiden,bowling-runs,wickets,econ,0s,4s,6s,catches,run-out,stumping
krunal-pandya,2021,17,3,3,1,0,0,100.0,3.0,0,31,0,10.33,7,4,1,0,0,0
trent-boult,0,0,0,0,0,0,0,0,2.4,0,30,0,11.25,7,3,2,0,0,0
quinton-de-kock,2021,17,3,5,1,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0
ishan-kishan,2021,17,6,17,1,0,0,35.29,0,0,0,0,0,0,0,0,1,0,0
kieron-pollard,2021,17,16,12,0,0,1,133.33,1.0,0,11,0,11.0,1,0,1,0,0,0
rohit-sharma,2021,17,63,52,1,5,2,121.15,0,0,0,0,0,0,0,0,0,0,0
ravi-bishnoi,0,0,0,0,0,0,0,0,4.0,0,21,2,5.25,10,2,0,0,0,0
nicholas-pooran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
arshdeep-singh,0,0,0,0,0,0,0,0,3.0,0,28,1,9.33,7,1,2,0,0,0
mohammed-shami,0,0,0,0,0,0,0,0,4.0,0,21,2,5.25,7,1,0,0,0,0
chris-gayle,2021,17,43,35,0,5,2,122.85,0,0,0,0,0,0,0,0,1,0,0
mayank-agarwal,2021,17,25,20,1,4,1,125.0,0,0,0,0,0,0,0,0,0,0,0
moises-henriques,0,0,0,0,0,0,0,0,3.0,0,12,0,4.0,9,1,0,1,0,0
shahrukh-khan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fabian-allen,0,0,0,0,0,0,0,0,3.0,0,30,0,10.0,2,3,1,1,0,0
kl-rahul,2021,17,60,52,0,3,3,115.38,0,0,0,0,0,0,0,0,1,0,0
deepak-hooda,0,0,0,0,0,0,0,0,3.0,0,15,1,5.0,9,0,1,1,0,0
shivam-dube,2021,16,46,32,1,5,2,143.75,0,0,0,0,0,0,0,0,0,0,0
manan-vohra,2021,16,7,9,1,1,0,77.77,0,0,0,0,0,0,0,0,0,0,0
mustafizur-rahman,2021,16,0,0,0,0,0,0.0,3.3,0,34,0,9.71,8,2,2,0,0,0
sanju-samson,2021,16,21,18,1,2,1,116.66,0,0,0,0,0,0,0,0,0,0,0
riyan-parag,2021,16,25,16,1,4,0,156.25,1.0,0,14,0,14.0,0,1,1,0,0,0
chris-morris,2021,16,10,7,1,0,1,142.85,3.0,0,38,0,12.66,2,5,1,0,0,0
david-miller,2021,16,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
jos-buttler,2021,16,8,8,1,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0
shreyas-gopal,2021,16,7,4,0,0,1,175.0,3.0,0,35,0,11.66,6,4,2,0,0,0
rahul-tewatia,2021,16,40,23,1,4,2,173.91,2.0,0,23,0,11.5,2,1,2,0,0,0
chetan-sakariya,2021,16,0,1,1,0,0,0.0,4.0,0,35,0,8.75,7,4,1,0,0,0
devdutt-padikkal,2021,16,101,52,0,11,6,194.23,0,0,0,0,0,0,0,0,0,0,0
yuzvendra-chahal,0,0,0,0,0,0,0,0,2.0,0,18,0,9.0,5,0,2,2,0,0
shahbaz-ahmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
glenn-maxwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
virat-kohli,2021,16,72,47,0,6,3,153.19,0,0,0,0,0,0,0,0,0,0,0
mohammed-siraj,0,0,0,0,0,0,0,0,4.0,0,27,3,6.75,16,4,1,0,0,0
ab-de-villiers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
harshal-patel,0,0,0,0,0,0,0,0,4.0,0,47,3,11.75,8,6,2,0,0,0
kyle-jamieson,0,0,0,0,0,0,0,0,4.0,0,28,1,7.0,11,2,1,0,0,0
washington-sundar,0,0,0,0,0,0,0,0,3.0,0,23,1,7.66,4,1,1,0,0,0
kane-richardson,0,0,0,0,0,0,0,0,3.0,0,29,1,9.66,5,5,0,1,0,0
shardul-thakur,0,0,0,0,0,0,0,0,3.1,0,48,0,15.15,5,4,3,0,1,0
ms-dhoni,2021,15,17,8,1,2,1,212.5,0,0,0,0,0,0,0,0,3,0,0
ambati-rayudu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lungi-ngidi,0,0,0,0,0,0,0,0,4.0,0,28,3,7.0,15,2,2,1,0,0
deepak-chahar,0,0,0,0,0,0,0,0,4.0,0,29,4,7.25,14,3,2,0,2,0
moeen-ali,2021,15,25,12,1,2,2,208.33,0,0,0,0,0,0,0,0,0,0,0
faf-du-plessis,2021,15,95,60,0,9,4,158.33,0,0,0,0,0,0,0,0,1,0,0
ruturaj-gaikwad,2021,15,64,42,1,6,4,152.38,0,0,0,0,0,0,0,0,0,0,0
sam-curran,0,0,0,0,0,0,0,0,4.0,0,58,1,14.5,10,4,6,0,1,0
suresh-raina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ravindra-jadeja,2021,15,6,1,0,0,1,600.0,4.0,0,33,0,8.25,7,3,1,1,0,0
prasidh-krishna,2021,15,0,1,1,0,0,0.0,4.0,0,49,0,12.25,10,4,3,0,0,0
pat-cummins,2021,15,66,34,0,4,6,194.11,4.0,0,58,0,14.5,5,4,4,1,0,0
dinesh-karthik,2021,15,40,24,1,4,2,166.66,0,0,0,0,0,0,0,0,0,0,0
rahul-tripathi,2021,15,8,9,1,1,0,88.88,0,0,0,0,0,0,0,0,0,0,0
andre-russell,2021,15,54,22,1,3,6,245.45,2.0,0,27,1,13.5,4,4,1,0,0,0
eoin-morgan,2021,15,7,7,1,1,0,100.0,0,0,0,0,0,0,0,0,1,0,0
varun-chakravarthy,2021,15,0,1,1,0,0,0.0,4.0,0,27,1,6.75,8,2,1,0,0,0
sunil-narine,2021,15,4,3,1,1,0,133.33,4.0,0,34,1,8.5,10,4,1,0,0,0
kamlesh-nagarkoti,2021,15,0,2,1,0,0,0.0,2.0,0,25,0,12.5,2,1,2,0,0,0
nitish-rana,2021,15,9,12,1,2,0,75.0,0,0,0,0,0,0,0,0,0,0,0
shubman-gill,2021,15,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
arshdeep-singh,2021,14,1,2,0,0,0,50.0,3.4,0,31,0,8.45,5,1,1,0,0,0
nicholas-pooran,2021,14,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
murugan-ashwin,2021,14,9,10,1,1,0,90.0,4.0,0,22,0,5.5,7,0,0,0,0,0
chris-gayle,2021,14,15,17,1,2,0,88.23,0,0,0,0,0,0,0,0,0,0,0
mohammed-shami,2021,14,3,3,1,0,0,100.0,2.0,0,16,0,8.0,5,3,0,0,0,0
mayank-agarwal,2021,14,22,25,1,2,0,88.0,0,0,0,0,0,0,0,0,1,0,0
moises-henriques,2021,14,14,17,1,0,0,82.35,1.0,0,7,0,7.0,4,0,1,0,0,0
shahrukh-khan,2021,14,22,17,1,0,2,129.41,0,0,0,0,0,0,0,0,0,0,0
fabian-allen,2021,14,6,11,1,0,0,54.54,4.0,1,22,1,5.5,13,1,1,0,0,0
kl-rahul,2021,14,4,6,1,0,0,66.66,0,0,0,0,0,0,0,0,0,0,0
deepak-hooda,2021,14,13,11,1,2,0,118.18,4.0,0,22,0,5.5,12,1,1,0,0,0
siddarth-kaul,0,0,0,0,0,0,0,0,3.4,0,27,1,7.36,8,2,1,0,0,0
virat-singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david-warner,2021,14,37,37,1,3,1,100.0,0,0,0,0,0,0,0,0,1,1,0
kedar-jadhav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bhuvneshwar-kumar,0,0,0,0,0,0,0,0,3.0,0,16,1,5.33,7,1,0,0,0,0
rashid-khan,0,0,0,0,0,0,0,0,4.0,0,17,1,4.25,11,1,0,1,0,0
jonny-bairstow,2021,14,63,56,0,3,3,112.5,0,0,0,0,0,0,0,0,1,0,1
khaleel-ahmed,0,0,0,0,0,0,0,0,4.0,0,21,3,5.25,9,2,0,0,0,0
vijay-shankar,0,0,0,0,0,0,0,0,1.0,0,6,0,6.0,3,1,0,0,1,0
abhishek-sharma,0,0,0,0,0,0,0,0,4.0,0,24,2,6.0,10,0,1,1,0,0
kane-williamson,2021,14,16,19,0,0,0,84.21,0,0,0,0,0,0,0,0,0,0,0
jayant-yadav,2021,13,23,22,1,1,0,104.54,4.0,0,25,1,6.25,10,3,0,1,0,0
suryakumar-yadav,2021,13,24,15,1,4,0,160.0,0,0,0,0,0,0,0,0,0,0,0
rahul-chahar,2021,13,6,6,1,1,0,100.0,4.0,0,29,1,7.25,9,2,1,0,0,0
jasprit-bumrah,2021,13,3,3,0,0,0,100.0,4.0,0,32,1,8.0,7,2,0,0,0,0
krunal-pandya,2021,13,1,5,1,0,0,20.0,2.0,0,17,0,8.5,2,2,0,0,0,0
kieron-pollard,2021,13,2,5,1,0,0,40.0,1.1,0,9,1,7.71,3,1,0,0,0,0
trent-boult,2021,13,1,1,0,0,0,100.0,4.0,0,23,0,5.75,13,4,0,0,0,0
quinton-de-kock,2021,13,2,4,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0
ishan-kishan,2021,13,26,28,1,1,1,92.85,0,0,0,0,0,0,0,0,2,0,0
hardik-pandya,2021,13,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
rohit-sharma,2021,13,44,30,1,3,3,146.66,0,0,0,0,0,0,0,0,0,0,0
lalit-yadav,2021,13,22,25,0,1,0,88.0,4.0,0,17,1,4.25,7,0,0,0,0,0
prithvi-shaw,2021,13,7,5,1,1,0,140.0,0,0,0,0,0,0,0,0,0,0,0
kagiso-rabada,0,0,0,0,0,0,0,0,3.0,0,25,1,8.33,7,2,1,1,0,0
avesh-khan,0,0,0,0,0,0,0,0,2.0,0,15,2,7.5,5,1,1,0,0,0
shikhar-dhawan,2021,13,45,42,1,5,1,107.14,0,0,0,0,0,0,0,0,0,0,0
steven-smith,2021,13,33,29,1,4,0,113.79,0,0,0,0,0,0,0,0,2,0,0
ravichandran-ashwin,0,0,0,0,0,0,0,0,4.0,0,31,0,7.75,12,2,2,0,0,0
amit-mishra,0,0,0,0,0,0,0,0,4.0,0,24,4,6.0,11,3,0,0,0,0
shimron-hetmyer,2021,13,14,9,0,2,0,155.55,0,0,0,0,0,0,0,0,0,0,0
rishabh-pant,2021,13,7,8,1,1,0,87.5,0,0,0,0,0,0,0,0,3,0,0
marcus-stoinis,0,0,0,0,0,0,0,0,3.0,0,20,1,6.66,6,2,0,0,0,0
dwayne-bravo,2021,12,20,8,0,2,1,250.0,3.0,0,28,1,9.33,8,0,2,1,0,0
shardul-thakur,2021,12,1,1,1,0,0,100.0,3.0,0,20,1,6.66,9,3,0,0,0,0
ambati-rayudu,2021,12,27,17,1,0,3,158.82,0,0,0,0,0,0,0,0,0,0,0
ms-dhoni,2021,12,18,17,1,2,0,105.88,0,0,0,0,0,0,0,0,0,0,0
deepak-chahar,2021,12,0,0,0,0,0,0.0,3.0,0,32,0,10.66,7,4,1,0,0,0
moeen-ali,2021,12,26,20,1,1,2,130.0,3.0,0,7,3,2.33,11,0,0,0,0,0
faf-du-plessis,2021,12,33,17,1,4,2,194.11,0,0,0,0,0,0,0,0,0,0,0
ruturaj-gaikwad,2021,12,10,13,1,1,0,76.92,0,0,0,0,0,0,0,0,1,0,0
sam-curran,2021,12,13,6,1,0,1,216.66,4.0,0,24,2,6.0,14,1,2,0,0,0
suresh-raina,2021,12,18,15,1,1,1,120.0,0,0,0,0,0,0,0,0,0,0,0
ravindra-jadeja,2021,12,8,7,1,1,0,114.28,4.0,0,28,2,7.0,9,2,1,4,0,0
jaydev-unadkat,2021,12,24,17,1,2,1,141.17,4.0,0,40,0,10.0,7,6,1,0,0,0
shivam-dube,2021,12,17,20,1,2,0,85.0,0,0,0,0,0,0,0,0,1,0,0
manan-vohra,2021,12,14,11,1,1,1,127.27,0,0,0,0,0,0,0,0,0,0,0
mustafizur-rahman,2021,12,0,4,0,0,0,0.0,4.0,0,37,1,9.25,9,1,2,0,2,0
sanju-samson,2021,12,1,5,1,0,0,20.0,0,0,0,0,0,0,0,0,1,0,2
riyan-parag,2021,12,3,7,1,0,0,42.85,1.0,0,16,0,16.0,2,0,2,3,0,0
chris-morris,2021,12,0,2,1,0,0,0.0,4.0,0,33,2,8.25,11,4,1,1,0,0
david-miller,2021,12,2,5,1,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0
jos-buttler,2021,12,49,35,1,5,2,140.0,0,0,0,0,0,0,0,0,1,0,0
rahul-tewatia,2021,12,20,15,1,0,2,133.33,3.0,0,21,1,7.0,8,0,2,0,0,0
chetan-sakariya,2021,12,0,0,0,0,0,0.0,4.0,0,36,3,9.0,9,1,2,0,0,0
jhye-richardson,0,0,0,0,0,0,0,0,4.0,0,41,2,10.25,8,2,3,1,0,0
arshdeep-singh,0,0,0,0,0,0,0,0,3.0,0,22,1,7.33,3,1,0,0,0,0
nicholas-pooran,2021,11,9,8,1,1,0,112.5,0,0,0,0,0,0,0,0,0,0,0
riley-meredith,0,0,0,0,0,0,0,0,2.2,0,35,1,15.0,4,6,0,0,0,0
mohammed-shami,0,0,0,0,0,0,0,0,4.0,0,53,0,13.25,8,6,3,0,0,0
chris-gayle,2021,11,11,9,1,0,1,122.22,0,0,0,0,0,0,0,0,1,0,0
mayank-agarwal,2021,11,69,36,1,7,4,191.66,0,0,0,0,0,0,0,0,0,0,0
shahrukh-khan,2021,11,15,5,0,2,1,300.0,0,0,0,0,0,0,0,0,0,0,0
kl-rahul,2021,11,61,51,1,7,2,119.6,0,0,0,0,0,0,0,0,0,0,0
deepak-hooda,2021,11,22,13,0,0,2,169.23,2.0,0,18,0,9.0,1,2,0,1,0,0
jalaj-saxena,0,0,0,0,0,0,0,0,3.0,0,27,0,9.0,5,4,0,0,0,0
lalit-yadav,2021,11,12,6,0,2,0,200.0,1.0,0,11,0,11.0,1,2,0,0,0,0
prithvi-shaw,2021,11,32,17,1,3,2,188.23,0,0,0,0,0,0,0,0,0,0,0
kagiso-rabada,0,0,0,0,0,0,0,0,4.0,0,43,1,10.75,8,2,4,1,0,0
avesh-khan,0,0,0,0,0,0,0,0,4.0,0,33,1,8.25,9,2,2,0,0,0
lukman-meriwala,0,0,0,0,0,0,0,0,3.0,0,32,1,10.66,6,4,1,0,0,0
shikhar-dhawan,2021,11,92,49,1,13,2,187.75,0,0,0,0,0,0,0,0,1,0,0
steven-smith,2021,11,9,12,1,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0
ravichandran-ashwin,0,0,0,0,0,0,0,0,4.0,0,28,0,7.0,7,2,1,0,0,0
chris-woakes,0,0,0,0,0,0,0,0,4.0,0,42,1,10.5,9,5,2,0,0,0
rishabh-pant,2021,11,15,16,1,0,1,93.75,0,0,0,0,0,0,0,0,0,0,1
marcus-stoinis,2021,11,27,13,0,3,1,207.69,0,0,0,0,0,0,0,0,1,0,0
devdutt-padikkal,2021,10,25,28,1,2,0,89.28,0,0,0,0,0,0,0,0,1,0,0
yuzvendra-chahal,0,0,0,0,0,0,0,0,4.0,0,34,2,8.5,10,5,1,0,0,0
shahbaz-ahmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glenn-maxwell,2021,10,78,49,1,9,3,159.18,2.0,0,24,0,12.0,3,0,3,0,0,0
virat-kohli,2021,10,5,6,1,1,0,83.33,0,0,0,0,0,0,0,0,1,0,0
mohammed-siraj,0,0,0,0,0,0,0,0,3.0,0,17,0,5.66,11,3,0,1,0,0
ab-de-villiers,2021,10,76,34,0,9,3,223.52,0,0,0,0,0,0,0,0,1,0,0
harshal-patel,0,0,0,0,0,0,0,0,4.0,0,17,2,4.25,7,0,0,0,1,0
kyle-jamieson,2021,10,11,4,0,1,1,275.0,3.0,0,41,3,13.66,7,3,4,0,0,0
rajat-patidar,2021,10,1,2,1,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0
washington-sundar,0,0,0,0,0,0,0,0,4.0,0,33,1,8.25,7,3,1,0,0,0
prasidh-krishna,0,0,0,0,0,0,0,0,4.0,0,31,1,7.75,10,4,0,0,0,0
pat-cummins,2021,10,6,2,1,0,1,300.0,4.0,0,34,1,8.5,6,3,0,0,0,0
dinesh-karthik,2021,10,2,5,1,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0
rahul-tripathi,2021,10,25,20,1,5,0,125.0,0,0,0,0,0,0,0,0,2,0,0
andre-russell,2021,10,31,20,1,3,2,155.0,2.0,0,38,0,19.0,3,5,2,0,0,0
eoin-morgan,2021,10,29,23,1,1,2,126.08,0,0,0,0,0,0,0,0,0,0,0
varun-chakravarthy,2021,10,2,3,0,0,0,66.66,4.0,0,39,2,9.75,6,3,2,0,0,0
harbhajan-singh,2021,10,2,2,0,0,0,100.0,4.0,0,38,0,9.5,10,4,2,1,0,0
nitish-rana,2021,10,18,11,1,2,1,163.63,0,0,0,0,0,0,0,0,0,0,0
shakib-al-hasan,2021,10,26,25,1,1,1,104.0,2.0,0,24,0,12.0,2,3,1,0,0,0
shubman-gill,2021,10,21,9,1,2,2,233.33,0,0,0,0,0,0,0,0,0,0,0
hardik-pandya,2021,9,7,5,1,1,0,140.0,0,0,0,0,0,0,0,0,0,2,0
suryakumar-yadav,2021,9,10,6,1,1,1,166.66,0,0,0,0,0,0,0,0,2,0,0
rahul-chahar,0,0,0,0,0,0,0,0,4.0,0,19,3,4.75,13,0,1,0,0,0
jasprit-bumrah,0,0,0,0,0,0,0,0,4.0,0,14,1,3.5,12,0,0,0,0,0
krunal-pandya,2021,9,3,3,0,0,0,100.0,3.0,0,30,1,10.0,8,1,3,0,0,0
trent-boult,0,0,0,0,0,0,0,0,3.4,0,28,3,7.63,12,4,1,0,0,0
quinton-de-kock,2021,9,40,39,1,5,0,102.56,0,0,0,0,0,0,0,0,0,0,0
ishan-kishan,2021,9,12,21,1,0,0,57.14,0,0,0,0,0,0,0,0,0,0,0
kieron-pollard,2021,9,35,22,0,1,3,159.09,2.0,0,10,0,5.0,5,1,0,1,0,0
rohit-sharma,2021,9,32,25,1,2,2,128.0,0,0,0,0,0,0,0,0,0,0,0
adam-milne,0,0,0,0,0,0,0,0,3.0,0,33,0,11.0,4,1,3,1,0,0
virat-singh,2021,9,11,12,1,1,0,91.66,0,0,0,0,0,0,0,0,2,0,0
manish-pandey,2021,9,2,7,1,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0
david-warner,2021,9,36,34,1,2,2,105.88,0,0,0,0,0,0,0,0,0,0,0
bhuvneshwar-kumar,2021,9,1,2,1,0,0,50.0,4.0,0,45,0,11.25,6,3,3,0,0,0
rashid-khan,2021,9,0,1,1,0,0,0.0,4.0,0,22,0,5.5,11,2,0,0,0,0
abdul-samad,2021,9,7,8,1,1,0,87.5,0,0,0,0,0,0,0,0,0,0,0
jonny-bairstow,2021,9,43,22,1,3,4,195.45,0,0,0,0,0,0,0,0,1,0,0
khaleel-ahmed,2021,9,1,2,1,0,0,50.0,4.0,0,24,1,6.0,12,3,0,0,0,0
vijay-shankar,2021,9,28,25,1,0,2,112.0,3.0,0,19,2,6.33,8,1,1,1,1,0
mujeeb-ur-rahman,2021,9,1,1,0,0,0,100.0,4.0,0,29,2,7.25,10,1,2,0,0,0
abhishek-sharma,2021,9,2,4,1,0,0,50.0,1.0,0,5,0,5.0,2,0,0,0,0,0
jhye-richardson,2021,8,15,22,1,2,0,68.18,3.0,0,21,0,7.0,11,2,1,0,0,0
arshdeep-singh,0,0,0,0,0,0,0,0,2.0,0,7,1,3.5,8,1,0,0,0,0
nicholas-pooran,2021,8,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
riley-meredith,2021,8,0,0,0,0,0,0.0,3.4,0,21,0,5.72,14,4,0,0,0,0
murugan-ashwin,2021,8,6,14,1,0,0,42.85,3.0,0,32,1,10.66,5,3,1,0,0,0
chris-gayle,2021,8,10,10,1,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0
mohammed-shami,2021,8,9,12,0,0,0,75.0,4.0,0,21,2,5.25,11,2,0,0,0,0
mayank-agarwal,2021,8,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
shahrukh-khan,2021,8,47,36,1,4,2,130.55,0,0,0,0,0,0,0,0,1,0,0
kl-rahul,2021,8,5,7,1,1,0,71.42,0,0,0,0,0,0,0,0,1,0,0
deepak-hooda,2021,8,10,15,1,1,0,66.66,0,0,0,0,0,0,0,0,1,0,0
dwayne-bravo,0,0,0,0,0,0,0,0,2.0,0,10,1,5.0,6,1,0,0,0,0
shardul-thakur,0,0,0,0,0,0,0,0,4.0,0,35,0,8.75,8,5,0,1,0,0
ambati-rayudu,2021,8,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
ms-dhoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepak-chahar,0,0,0,0,0,0,0,0,4.0,1,13,4,3.25,18,2,0,0,0,0
moeen-ali,2021,8,46,31,1,7,1,148.38,3.0,0,17,1,5.66,6,0,1,0,0,0
faf-du-plessis,2021,8,36,33,0,3,1,109.09,0,0,0,0,0,0,0,0,2,0,0
ruturaj-gaikwad,2021,8,5,16,1,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0
sam-curran,2021,8,5,4,0,1,0,125.0,3.0,0,12,1,4.0,12,1,0,0,0,0
suresh-raina,2021,8,8,9,1,1,0,88.88,0,0,0,0,0,0,0,0,0,0,0
ravindra-jadeja,0,0,0,0,0,0,0,0,4.0,0,19,0,4.75,14,1,1,2,1,0
lalit-yadav,2021,7,20,24,1,3,0,83.33,0,0,0,0,0,0,0,0,2,0,0
prithvi-shaw,2021,7,2,5,1,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0
kagiso-rabada,2021,7,9,4,0,1,0,225.0,4.0,0,30,2,7.5,12,2,2,1,0,0
avesh-khan,0,0,0,0,0,0,0,0,4.0,0,32,3,8.0,11,3,2,0,0,0
tom-curran,2021,7,21,16,1,2,0,131.25,3.4,0,35,0,9.54,6,2,2,0,0,0
ajinkya-rahane,2021,7,8,8,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0
shikhar-dhawan,2021,7,9,11,1,1,0,81.81,0,0,0,0,0,0,0,0,3,0,0
ravichandran-ashwin,2021,7,7,4,1,1,0,175.0,3.0,0,14,0,4.66,5,0,0,0,0,0
chris-woakes,2021,7,15,11,0,2,0,136.36,4.0,0,22,2,5.5,13,2,1,0,0,0
rishabh-pant,2021,7,51,32,1,9,0,159.37,0,0,0,0,0,0,0,0,1,0,0
marcus-stoinis,2021,7,0,5,1,0,0,0.0,1.0,0,15,0,15.0,0,3,0,0,0,0
jaydev-unadkat,2021,7,11,7,0,0,1,157.14,4.0,0,15,3,3.75,15,2,0,1,0,0
shivam-dube,2021,7,2,7,1,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0
manan-vohra,2021,7,9,11,1,2,0,81.81,0,0,0,0,0,0,0,0,0,0,0
mustafizur-rahman,0,0,0,0,0,0,0,0,4.0,0,29,2,7.25,11,4,0,0,0,0
sanju-samson,2021,7,4,3,1,1,0,133.33,0,0,0,0,0,0,0,0,1,0,1
riyan-parag,2021,7,2,5,1,0,0,40.0,2.0,0,16,0,8.0,3,2,0,0,1,0
chris-morris,2021,7,36,18,0,0,4,200.0,3.0,0,27,1,9.0,7,4,0,0,0,0
david-miller,2021,7,62,43,1,7,2,144.18,0,0,0,0,0,0,0,0,1,1,0
jos-buttler,2021,7,2,7,1,0,0,28.57,0,0,0,0,0,0,0,0,1,0,0
rahul-tewatia,2021,7,19,17,1,2,0,111.76,3.0,0,27,0,9.0,6,4,0,1,0,0
chetan-sakariya,0,0,0,0,0,0,0,0,4.0,0,33,0,8.25,5,4,0,0,0,0
devdutt-padikkal,2021,6,11,13,1,2,0,84.61,0,0,0,0,0,0,0,0,0,0,0
yuzvendra-chahal,0,0,0,0,0,0,0,0,4.0,0,29,0,7.25,9,3,0,0,0,0
shahbaz-ahmed,2021,6,14,10,1,0,1,140.0,2.0,0,7,3,3.5,6,0,0,2,0,0
glenn-maxwell,2021,6,59,41,1,5,3,143.9,0,0,0,0,0,0,0,0,1,0,0
virat-kohli,2021,6,33,29,1,4,0,113.79,0,0,0,0,0,0,0,0,1,0,0
mohammed-siraj,0,0,0,0,0,0,0,0,4.0,1,25,2,6.25,14,2,1,0,1,0
dan-christian,2021,6,1,2,1,0,0,50.0,1.0,0,7,0,7.0,1,0,0,2,0,0
ab-de-villiers,2021,6,1,5,1,0,0,20.0,0,0,0,0,0,0,0,0,1,0,1
harshal-patel,2021,6,0,0,0,0,0,0.0,4.0,0,25,2,6.25,10,2,0,1,0,0
kyle-jamieson,2021,6,12,9,1,2,0,133.33,3.0,0,30,1,10.0,9,3,2,0,0,0
washington-sundar,2021,6,8,11,1,1,0,72.72,2.0,0,14,0,7.0,7,1,1,0,0,0
jason-holder,2021,6,4,5,1,0,0,80.0,4.0,0,30,3,7.5,13,2,1,0,0,0
manish-pandey,2021,6,38,39,1,2,2,97.43,0,0,0,0,0,0,0,0,2,0,0
david-warner,2021,6,54,37,1,7,1,145.94,0,0,0,0,0,0,0,0,1,0,0
bhuvneshwar-kumar,2021,6,2,2,0,0,0,100.0,4.0,0,30,1,7.5,10,5,0,0,0,0
rashid-khan,2021,6,17,9,1,1,1,188.88,4.0,0,18,2,4.5,10,1,0,1,0,0
wriddhiman-saha,2021,6,1,9,1,0,0,11.11,0,0,0,0,0,0,0,0,2,0,0
abdul-samad,2021,6,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
jonny-bairstow,2021,6,12,13,1,1,0,92.3,0,0,0,0,0,0,0,0,0,0,0
shahbaz-nadeem,2021,6,0,1,1,0,0,0.0,4.0,0,36,1,9.0,9,2,3,1,0,0
vijay-shankar,2021,6,3,5,1,0,0,60.0,0,0,0,0,0,0,0,0,1,0,0
t-natarajan,2021,6,0,0,0,0,0,0.0,4.0,0,32,1,8.0,7,4,0,0,0,0
suryakumar-yadav,2021,5,56,36,1,7,2,155.55,0,0,0,0,0,0,0,0,1,0,0
rahul-chahar,2021,5,8,7,1,0,0,114.28,4.0,0,27,4,6.75,11,2,1,0,0,0
jasprit-bumrah,2021,5,0,1,1,0,0,0.0,4.0,0,28,0,7.0,9,4,0,0,0,0
kieron-pollard,2021,5,5,8,1,1,0,62.5,1.0,0,12,0,12.0,2,1,1,1,0,0
krunal-pandya,2021,5,15,9,1,3,0,166.66,4.0,0,13,1,3.25,13,0,0,0,0,0
trent-boult,2021,5,0,0,0,0,0,0.0,4.0,0,27,2,6.75,12,3,1,1,0,0
quinton-de-kock,2021,5,2,6,1,0,0,33.33,0,0,0,0,0,0,0,0,1,0,0
ishan-kishan,2021,5,1,3,1,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0
marco-jansen,2021,5,0,1,1,0,0,0.0,2.0,0,17,0,8.5,5,3,0,1,0,0
hardik-pandya,2021,5,15,17,1,2,0,88.23,0,0,0,0,0,0,0,0,0,0,0
rohit-sharma,2021,5,43,32,1,3,1,134.37,1.0,0,9,0,9.0,0,1,0,0,0,0
prasidh-krishna,0,0,0,0,0,0,0,0,4.0,0,42,1,10.5,8,5,2,2,0,0
pat-cummins,2021,5,0,1,1,0,0,0.0,4.0,0,24,2,6.0,12,2,1,1,0,0
dinesh-karthik,2021,5,8,11,0,0,0,72.72,0,0,0,0,0,0,0,0,1,0,0
rahul-tripathi,2021,5,5,5,1,0,0,100.0,0,0,0,0,0,0,0,0,1,0,0
